epoch,auc,loss,val_auc,val_loss
1,0.8395508527755737,0.40824711322784424,0.7216386795043945,0.17823845148086548
2,0.9228014349937439,0.2995906174182892,0.6939568519592285,0.1707819551229477
3,0.9571741819381714,0.2269446849822998,0.6609166860580444,0.11061354726552963
4,0.9741168022155762,0.17595745623111725,0.6466324329376221,0.09807408601045609
