epoch,auc,loss,val_auc,val_loss
1,0.8634324073791504,0.38159501552581787,0.774851381778717,0.2139848917722702
2,0.9419773817062378,0.26224085688591003,0.7539938688278198,0.17616236209869385
3,0.9632160067558289,0.21050068736076355,0.7550673484802246,0.14989490807056427
4,0.9758284091949463,0.1693693995475769,0.7342246174812317,0.1569669544696808
