epoch,auc,loss,val_auc,val_loss
1,0.830316960811615,0.41869115829467773,0.6768076419830322,0.18099120259284973
2,0.9101787209510803,0.3201359808444977,0.6521157026290894,0.1779617965221405
3,0.9465503096580505,0.25248169898986816,0.6306535005569458,0.15422889590263367
4,0.9697734713554382,0.191234290599823,0.5905231237411499,0.12119694799184799
