epoch,auc,loss,val_auc,val_loss
1,0.8367178440093994,0.4122922122478485,0.6514192819595337,0.26844504475593567
2,0.9074206948280334,0.32428282499313354,0.6524204611778259,0.2679332494735718
3,0.9443036913871765,0.25712355971336365,0.628520131111145,0.19643883407115936
4,0.9680257439613342,0.19637902081012726,0.5988355278968811,0.17284376919269562
5,0.9792323112487793,0.15827952325344086,0.5973953604698181,0.13016334176063538
