epoch,auc,loss,val_auc,val_loss
1,0.8639212250709534,0.3820476233959198,0.732646644115448,0.24955669045448303
2,0.9401905536651611,0.26637616753578186,0.7059120535850525,0.231573686003685
3,0.967033863067627,0.1996532529592514,0.650797963142395,0.1903899908065796
4,0.9795823693275452,0.15640117228031158,0.6415725350379944,0.17712341248989105
