epoch,auc,loss,val_auc,val_loss
1,0.8558518886566162,0.39047321677207947,0.72263103723526,0.21704868972301483
2,0.9388607740402222,0.26939907670021057,0.6862542629241943,0.16017745435237885
3,0.9646322727203369,0.2066466510295868,0.6895348429679871,0.1772620975971222
4,0.9768670201301575,0.16651678085327148,0.6632252931594849,0.159148707985878
